x,y,z,00:13:ce:8f:77:43_RSSI,00:13:ce:8f:78:d9_RSSI,00:13:ce:95:de:7e_RSSI,00:13:ce:95:e1:6f_RSSI,00:13:ce:97:78:79_RSSI
7.5,30.0,1.2,-80.0270003723092,-41.971517778098345,-80.71525874093359,-60.146464908059976,-66.2916469100146
7.0,14.0,1.2,-70.93538501353811,-49.990892118750125,-64.12767371582808,-67.62021844584174,-66.95459078191266
7.0,14.0,1.2,,-49.80601577083824,-67.28093667991641,-71.14491309812401,-61.176327645137015
7.0,14.0,1.2,-67.25548664071158,-54.94507630021359,-65.19227272603955,-72.09830196708843,-60.969062312086244
7.0,14.0,1.2,-68.75085588621998,-59.04794546110626,-62.768586698839066,-71.68449116613156,-59.88890568882056
7.0,7.0,1.2,-58.01980632838187,-58.32846282697425,-55.68441339780022,-76.72759957154628,-75.92569088673707
7.0,7.0,1.2,-52.77261836932935,-59.10732227385157,-67.85275378521888,-80.88587392869641,-69.01109127198879
7.0,7.0,1.2,-51.96661422873788,-65.48353454260447,-62.91684785805054,-75.24804134438396,-67.526791276104
7.0,7.0,1.2,-61.276887564372025,-62.72130965478346,-62.21109509309806,-73.64785657299555,-73.62690169594023
5.4,11.67,4.2,,,-35.19796130192426,-56.356561563120124,
5.4,11.67,4.2,,,-31.035748474327626,-54.218847323890095,
5.4,11.67,4.2,,,-34.0,-53.0,
5.4,11.67,4.2,,,-35.52797934134564,-65.30920626942142,
4.2,11.67,4.2,,-71.0,-37.99173250130324,-54.56923305737839,-78.24595133227496
4.2,11.67,4.2,,,-34.98638427289952,-55.89712478576152,
4.2,11.67,4.2,,,-35.86366026132016,-53.01976158127766,
4.2,11.67,4.2,,,-35.13170613312318,-52.03986243802228,
3.0,11.67,4.2,,,-36.7592504652944,-53.2215691805999,
3.0,11.67,4.2,,-74.0,-41.4388911721472,-53.44167793567975,
3.0,11.67,4.2,,,-34.60147939078282,-51.0114490930948,
3.0,11.67,4.2,,,-36.50598678250387,-51.881789692895055,-74.4213991983836
1.8,11.67,4.2,,,-41.12465073150749,-58.01061424426619,
1.8,11.67,4.2,,,-38.79850539961521,-50.22125979645105,-76.93711238241053
1.8,11.67,4.2,,,-37.21003460279939,-50.92830768412455,
1.8,11.67,4.2,,,-41.57414044106122,-58.73591032082502,
5.4,12.67,4.2,,,-39.002875585892184,-53.13393712691123,
5.4,12.67,4.2,,,-35.43128821844009,-55.76859490901561,
5.4,12.67,4.2,,,-42.75477602470044,-54.83994353933137,
5.4,12.67,4.2,,,-38.787869807768764,-59.29272833791363,
4.2,12.67,4.2,,,-34.67773639892142,-58.76173714207296,
4.2,12.67,4.2,,,-34.877584903359605,-57.50507751722029,
4.2,12.67,4.2,,,-31.2421252213678,-52.835366540480415,
4.2,12.67,4.2,,,-36.34638317145254,-55.71267468873768,
3.0,12.67,4.2,,-71.649623583677,-41.11139622504821,-50.56580418580548,
3.0,12.67,4.2,,-70.5128869618191,-37.20162368706376,-51.79755866771151,
3.0,12.67,4.2,,,-44.27046276836241,-52.1990181464584,
3.0,12.67,4.2,,,-36.53088715167294,-55.148889469595666,
1.8,12.67,4.2,-81.83741259600421,-67.48109956210402,-39.841508093535744,-46.57832569725544,-69.0
1.8,12.67,4.2,-79.0,-65.29416213070354,-38.51972735333785,-51.057427914182405,-74.98249086836782
1.8,12.67,4.2,,-72.6555400925827,-38.95048836323945,-48.43414937357349,
1.8,12.67,4.2,,-74.33620947372845,-42.07583069229868,-52.35564110173691,
5.4,13.67,4.2,-65.29456882373447,-69.12946434612844,-24.59993585631047,-48.7085577664043,-76.0130171447687
5.4,13.67,4.2,-66.267093162372,-66.88043884994615,-34.2793419247791,-50.1586172506985,-70.76265827248959
5.4,13.67,4.2,-73.2159635888836,-72.79240905822192,-36.76949030388597,-47.86711095770559,
5.4,13.67,4.2,,-73.95049246886462,-35.97288973295835,-55.52440156772541,-74.56885421719471
4.2,13.67,4.2,-70.47128104620114,,-29.570238860579835,-54.39312615172513,-76.02682510425353
4.2,13.67,4.2,-70.30843835705681,-71.88669256972092,-35.46910107841665,-53.986788121513925,
4.2,13.67,4.2,-71.39603913953597,-74.97252667057757,-33.85248887249598,-55.547452141413096,
4.2,13.67,4.2,,,-32.537000874184876,-55.15582525930006,
3.0,13.67,4.2,-68.22721781866625,,-37.96910273121172,-50.96093900014943,
3.0,13.67,4.2,-70.37137961520601,,-36.665853371818365,-53.38426040665666,
3.0,13.67,4.2,-71.02617637174801,-70.74496926363118,-38.423035690970664,-47.89699950393221,
3.0,13.67,4.2,-70.52352678228641,,-38.956128114122485,-51.58249288625121,-74.91718496058255
1.8,13.67,4.2,-69.51431607235888,,-38.20989802199444,-53.95738195028003,
1.8,13.67,4.2,-68.21663155131284,,-44.80762471477185,-53.59463841108287,
1.8,13.67,4.2,-68.14025600826204,-66.05448044746933,-33.75830427078077,-52.040061997552115,
1.8,13.67,4.2,-75.0,,-36.99822684333165,-49.64317669169334,
5.4,11.67,4.2,-81.3646592123219,-67.76033739378796,-27.171215369050437,-48.703303105936435,-77.05456651249155
5.4,11.67,4.2,,-69.56608024201769,-25.52772885050175,-56.7406439758191,-80.38812776724035
5.4,11.67,4.2,-77.27658991645983,-73.21352774156263,-34.35980636393574,-53.69569300140341,-76.12951516160531
5.4,11.67,4.2,,-72.96162378061155,-28.89669301066643,-59.400210153380606,-79.97693359930528
4.2,11.67,4.2,,-74.36146081465854,-30.851911912647978,-53.60846474755949,
4.2,11.67,4.2,-77.47128104620114,-71.42644043662042,-28.31200755347084,-52.20390900494732,-72.96708537950093
4.2,11.67,4.2,-81.81554405702272,-68.82022364180914,-32.21848929444867,-54.59887072756668,-76.71762608998297
4.2,11.67,4.2,,-69.61383182661442,-26.50410565368865,-55.779214227302475,
3.0,11.67,4.2,-75.66669404689988,-71.74844589714132,-34.97720092316831,-48.51405906422115,-70.97873921580339
3.0,11.67,4.2,-77.0,-69.62110036835094,-26.139096324191094,-49.94698908428124,-69.31271822549567
3.0,11.67,4.2,,-68.01438678236414,-32.767103194024706,-47.011889594763765,-72.70234418145448
3.0,11.67,4.2,-75.94890669701502,-72.04306672538102,-29.408856699418862,-50.5435526809015,-69.4391765715544
1.8,11.67,4.2,-75.33620947372845,-68.2011524070025,-37.335572779741085,-49.43051936531158,
1.8,11.67,4.2,-81.28333555561073,-69.88560584237837,-36.17760867100822,-49.05173511738891,-74.0
1.8,11.67,4.2,-79.11885851890867,-74.93711238241053,-39.70326558936779,-45.92070952844896,-75.08891208970793
1.8,11.67,4.2,-77.86053180535004,-72.42626042995964,-36.04389077525883,-52.08595820221828,-67.63477981653298
5.4,12.67,4.2,-79.6535531754156,-73.55438968933177,-26.056188234598046,-51.62754222186447,-72.14913993826758
5.4,12.67,4.2,-80.9876894945746,-68.71777862647211,-31.881455775245744,-49.10596446593721,-81.31652362891657
5.4,12.67,4.2,-79.94591984609923,-71.47128104620114,-31.8012263502981,-46.436633351699406,-74.89655837782476
5.4,12.67,4.2,-80.07258723582518,-73.54298437026306,-28.05797635175172,-52.14493255341932,-80.4457601974992
4.2,12.67,4.2,-75.92248429386865,-70.44113868290053,-31.192446278545624,-48.54541016491258,-77.27403750542975
4.2,12.67,4.2,-80.0,-70.40334016741406,-36.085385030518225,-52.54569673127562,-76.31838808702162
4.2,12.67,4.2,-79.9226269819515,-67.78439315374813,-29.12478764721974,-45.71111163068522,-72.35201423772266
4.2,12.67,4.2,-81.51677325624564,-71.60876163339603,-35.53935895700345,-53.29018496440574,-68.79411470602531
3.0,12.67,4.2,-78.26301175859076,-73.52814000492904,-29.524704864735675,-45.60429811627364,-76.45239494044407
3.0,12.67,4.2,-76.12951516160531,-64.80601577083824,-25.372844589550247,-51.78147529108471,-74.20317277335687
3.0,12.67,4.2,-74.23304724747545,-70.27308542193643,-29.72258458589745,-44.47215487706626,-71.91726395565613
3.0,12.67,4.2,-76.42182953476404,-72.458260536381,-30.20499856676698,-53.409916428912055,-65.05996009097784
5.4,8.09,4.2,,,-38.102865675862624,-57.19244187642222,
5.4,8.09,4.2,,,-38.91615380185733,-60.85315954277128,
5.4,8.09,4.2,,-74.0,-38.573383928334984,-64.59202187782194,
5.4,8.09,4.2,,-71.73532827628578,-43.92708863355282,-59.537472223117035,
4.2,8.09,4.2,,,-39.93029823577939,-56.274608468788045,
4.2,8.09,4.2,,-67.78222077862308,-35.26337890609926,-54.4684863152261,
4.2,8.09,4.2,,,-34.88608615886969,-52.38463654658432,
4.2,8.09,4.2,,,-38.28493735719952,-62.31751148864216,
3.0,8.09,4.2,,,-42.411450458386554,-54.83438975901336,
3.0,8.09,4.2,,,-38.407571063853275,-57.8768144829087,
3.0,8.09,4.2,,,-34.3883319766048,-55.80001958063996,
3.0,8.09,4.2,,,-42.61636229134873,-56.79686123727223,
1.8,8.09,4.2,,,-43.35736720390062,-56.527549674185586,
1.8,8.09,4.2,,,-36.26060876324068,-53.21729567002124,
1.8,8.09,4.2,,,-37.835488232855134,-49.21131236768613,
1.8,8.09,4.2,,,-40.18350888525828,-63.62768019710326,
5.4,9.09,4.2,,,-45.08635729266259,-52.39162958595412,
5.4,9.09,4.2,,,-39.04104968271127,-58.42528329644546,
5.4,9.09,4.2,,,-37.24976920487807,-53.085977393278405,
5.4,9.09,4.2,,,-46.11995065060136,-58.18290226118521,
4.2,9.09,4.2,,,-36.644477715307374,-53.13041912305071,
4.2,9.09,4.2,-79.0,,-40.749931722255006,-56.34582037155774,
4.2,9.09,4.2,,,-32.307735874209214,-49.28374391251525,
4.2,9.09,4.2,,-71.98528966022042,-47.66503459947094,-56.32127596540187,
3.0,9.09,4.2,,,-38.18256639458343,-64.10948416188921,
3.0,9.09,4.2,,,-41.09706233716726,-55.38925633411773,
3.0,9.09,4.2,,-71.28969686037541,-36.550521673336235,-53.8474415820719,
3.0,9.09,4.2,-74.0,,-40.501349447914365,-59.44984268226943,
1.8,9.09,4.2,,-73.16953503495343,-36.369748140695116,-56.35300071166163,
1.8,9.09,4.2,,-70.5205249163501,-40.734723107834334,-55.69987243879133,
1.8,9.09,4.2,,,-43.26826176483894,-58.05346098709943,
1.8,9.09,4.2,,,-41.20830411705899,-60.38964238809669,
5.4,10.09,4.2,,,-34.46502622847826,-56.09429808172859,
5.4,10.09,4.2,,,-43.11856300853586,-60.15602418533824,
5.4,10.09,4.2,,,-35.81378034809538,-52.49902260419745,
5.4,10.09,4.2,,,-37.27507830025034,-59.89420014325691,
4.2,10.09,4.2,,,-34.36744881346156,-57.32145030365587,
4.2,10.09,4.2,,,-35.341489430926444,-55.91602965320707,
4.2,10.09,4.2,,,-34.466772420410365,-48.25636128790841,
4.2,10.09,4.2,,,-39.90022512718192,-54.73869492584954,
3.0,10.09,4.2,,,-37.741939925179395,-60.48080670480523,
3.0,10.09,4.2,,,-36.67957155505234,-55.89895794458819,
3.0,10.09,4.2,,,-35.73450309471739,-53.10558628831076,
3.0,10.09,4.2,,,-36.79874305008258,-57.376402148033435,
1.8,10.09,4.2,,,-40.952365263862106,-53.95352628052568,
1.8,10.09,4.2,,,-48.54481977271783,-61.18137107229246,
1.8,10.09,4.2,,,-34.695112701081214,-52.65821662330509,
1.8,10.09,4.2,,,-40.79739298206868,-60.754636332226994,
5.4,8.09,4.2,-76.2011524070025,-71.77971940325796,-38.65064561255995,-50.66709224336706,-79.56450160816937
5.4,8.09,4.2,-76.74572482332199,-68.02221094207096,-41.88250738480068,-55.24687307519806,-82.8228907445613
5.4,8.09,4.2,-75.66709224336707,-71.05718097125269,-37.728002962519184,-49.46885221644025,
5.4,8.09,4.2,-78.67016166394856,-73.21640775082312,-41.00489589666814,-55.5790020077474,-78.52261645323564
4.2,8.09,4.2,-74.42626042995965,-67.57200049288932,-32.435823401849106,-48.96527199376693,
4.2,8.09,4.2,-76.55493054371499,-65.68681113333102,-35.14088490979437,-52.65984847117727,-82.0
4.2,8.09,4.2,-75.1579124185416,-71.3479210899036,-29.34742397169833,-46.820719998270775,-82.22645033799738
4.2,8.09,4.2,-75.09880122869637,-73.84815834043253,-39.129768409238004,-54.266820078329815,-78.54635377915918
3.0,8.09,4.2,-76.47128104620114,-69.0181421953099,-29.83298374189928,-50.990832370315076,
3.0,8.09,4.2,-74.48674144118846,-72.68406843528749,-35.82294042559043,-51.13260512229828,
3.0,8.09,4.2,-77.0,-68.56823362408062,-37.53653020689387,-54.13654546094958,
3.0,8.09,4.2,-75.82614429726229,-67.74821788465252,-29.441230264390157,-52.1578176187736,-79.0
1.8,8.09,4.2,-80.47128104620114,-67.95398523030005,-32.827146618466855,-52.355812542171634,-79.6404683399582
1.8,8.09,4.2,-76.57081933681937,-71.51557688975328,-37.86913210948967,-49.914748709337715,
1.8,8.09,4.2,-70.12417779395503,-72.62276261703865,-33.34810028544771,-46.54624825870088,
1.8,8.09,4.2,-75.0,-70.12758743446031,-36.242718156514194,-60.66694682493729,-74.16571159376977
5.4,9.09,4.2,-78.50984423490185,-70.8414303323815,-33.01435830776314,-53.5237531814887,-82.0
5.4,9.09,4.2,-75.5889452701785,-74.73407000460041,-35.94355893642772,-52.79117441982973,-81.47128104620114
5.4,9.09,4.2,-79.67182815836074,-72.40730768326296,-37.39714305950773,-51.72221580421762,-76.48334197270162
5.4,9.09,4.2,-79.39702926031396,-75.88097478146706,-45.195750540852714,-60.6079581581907,-77.5348886950542
4.2,9.09,4.2,-72.04541134614252,-69.33994761223008,-29.577761304567865,-47.26507510258998,-80.08728439390259
4.2,9.09,4.2,-78.10048161477191,-73.02486793115368,-34.09930382864637,-50.2455971254274,-82.0
4.2,9.09,4.2,-74.920689012736,-70.31351147044286,-31.81437205512154,-48.612240356106426,-75.72759957154628
4.2,9.09,4.2,-76.0,-73.51146892828723,-34.39429245093544,-52.56385852484278,
3.0,9.09,4.2,-69.58333710361057,-75.0,-34.62959334669086,-46.29255663198569,
3.0,9.09,4.2,,-71.09560805899608,-40.83435071926083,-54.62594487456872,
3.0,9.09,4.2,-77.50029203603117,-70.09830196708843,-31.984851345350318,-47.87931906062889,-77.18398980677922
3.0,9.09,4.2,-77.26301175859076,-67.64999871732894,-36.26301175859077,-58.20322211282551,-83.0
1.8,9.09,4.2,-76.0,-69.94408912330402,-33.62246716915453,-54.05839002317072,
1.8,9.09,4.2,-76.12951516160531,-69.07870438825769,-36.739380649652425,-53.683796283121985,
1.8,9.09,4.2,,-69.58470032878836,-38.15577004661773,-54.82340102694853,-78.77971940325796
1.8,9.09,4.2,-82.13444850789185,-70.49146969701596,-36.94619423965353,-50.125922427989295,-80.90846047839003
5.4,10.09,4.2,-79.35576920363813,-73.53028701851177,-42.40510048480068,-52.23481060346054,-80.4558973592627
5.4,10.09,4.2,-74.03087130806108,-69.93716435208269,-39.82004050253249,-53.7546190353528,-83.0
5.4,10.09,4.2,,-74.81726007426803,-40.88580024135712,-47.579085963362175,-83.0
5.4,10.09,4.2,-83.0,-72.5787074848626,-38.497560528561394,-49.665459726310445,-81.13444850789182
4.2,10.09,4.2,-73.37437254259021,-72.0869987651923,-36.14832248669549,-51.437821647198376,-81.16601541266066
4.2,10.09,4.2,-75.7212280284932,-69.28093667991641,-32.83386470043871,-54.832285792069854,-81.36404116808536
4.2,10.09,4.2,-72.22042093472268,-67.18682184877098,-33.43707720779229,-46.251972324558174,
4.2,10.09,4.2,-78.02908317447718,-69.85317327190204,-36.928861405266005,-55.609244515522576,-81.76143798162549
3.0,10.09,4.2,-79.67728294471087,-68.39131616294341,-37.764104514676745,-49.543043002570855,-81.92358370267847
3.0,10.09,4.2,-78.45213338217194,-74.12952600853544,-40.53640455106369,-53.40811144570548,-75.75959729702656
3.0,10.09,4.2,-74.93093960995911,-71.47128104620114,-37.37915396900247,-48.638947742278724,-76.53463038057617
3.0,10.09,4.2,-76.0,-74.97252667057757,-32.70684063245571,-54.46881810162259,
1.8,10.09,4.2,-79.37284458955025,-72.76027968735482,-37.01393789658145,-54.655418769203116,
1.8,10.09,4.2,-78.35715497489755,-70.3778095598219,-37.63569367974878,-57.17395923977041,-77.0
1.8,10.09,4.2,-77.30843835705681,-71.41384313860341,-39.473291765643864,-46.220402918940906,-76.0
1.8,10.09,4.2,-75.56526163653342,-68.72221580421763,-37.34430907555709,-50.422547889896954,-81.78072993149092
6.0,27.0,4.2,,-56.88580814520535,-54.24942804827472,-33.441331574483385,-82.02799091376389
6.0,27.0,4.2,,-56.85703181331785,-54.408779938796386,-39.96423754485986,
6.0,27.0,4.2,,-65.34762546308173,-61.88290294699182,-44.11146655783543,
6.0,27.0,4.2,,-68.0,-56.90934509964627,-43.873796898611175,
6.0,28.0,4.2,,-55.86909104245011,-60.14111280572115,-40.01981946441091,
6.0,28.0,4.2,,-63.89954624360631,-62.32425835569722,-37.988756150738645,
6.0,28.0,4.2,,-63.92358370267847,-62.517723227988185,-38.79940302957941,
6.0,28.0,4.2,,-60.279431785729244,-54.66356269023613,-35.471218310529984,
5.0,26.0,4.2,,-63.2078836429755,-58.313711164930396,-36.38908302558906,
5.0,26.0,4.2,,-60.28707653098381,-56.70700534781694,-34.803029351179624,
5.0,26.0,4.2,,-62.078139131836984,-56.85320163012115,-33.54096678146581,-80.57007447761686
5.0,26.0,4.2,,-60.345510376609674,-54.38997315596688,-35.316091352060674,
5.0,27.0,4.2,,-63.03403594083156,-55.59187871064418,-39.562649943821896,
5.0,27.0,4.2,,-58.10645112056649,-54.56289069172186,-34.894733555286614,
5.0,27.0,4.2,,-62.55128979903368,-59.26743210849561,-38.24798801977976,
5.0,27.0,4.2,,-60.58347226548879,-52.99004904213934,-35.68415105002388,
5.0,28.0,4.2,,-56.90410668289688,-59.05989702529351,-41.40599537100677,
5.0,28.0,4.2,,-60.64450627467657,-54.80570198708935,-34.11898273059624,
5.0,28.0,4.2,,-58.552304645076504,-58.430357046065936,-36.03239477146326,
5.0,28.0,4.2,,-56.93554802491819,-50.78321755732287,-33.68465137259568,
4.0,26.0,4.2,,-59.827944958505356,-57.31977411623041,-37.68622304930706,
4.0,26.0,4.2,,-54.474417741997286,-51.13395573568603,-37.24241026110664,
4.0,26.0,4.2,,-61.569026015744946,-56.707668151174964,-32.46260613361341,
4.0,26.0,4.2,,-61.37756172001694,-50.5930531904324,-41.321900560056335,
4.0,27.0,4.2,,-58.450989240781546,-56.67219140853824,-39.34846744860515,
4.0,27.0,4.2,,-54.986961651810155,-58.05295905749872,-38.831854168672855,
4.0,27.0,4.2,,-62.5273078509969,-59.457040514081534,-34.90883317582327,
4.0,27.0,4.2,,-57.891510654981204,-52.081064757937874,-41.9128610866709,
4.0,28.0,4.2,,-55.69064224955902,-58.9248392321872,-40.02204977311194,
4.0,28.0,4.2,,-52.024602459255924,-54.930961541809616,-38.36278370391511,
4.0,28.0,4.2,,-60.389621500732666,-64.41538671795936,-36.021365848563,
4.0,28.0,4.2,,-59.766400848923126,-50.85338802821961,-37.95037180214646,
3.0,26.0,4.2,,-59.849839931118325,-60.04670017080417,-34.85664738403851,
3.0,26.0,4.2,,-57.440708567835316,-52.615781707575415,-39.35239996195111,
3.0,26.0,4.2,,-61.37443419918363,-58.458893808758326,-38.935555573329445,
3.0,26.0,4.2,,-59.885346184529055,-54.91297375633295,-46.326611115147465,
3.0,27.0,4.2,,-59.4066455057705,-59.17985640296658,-38.200261145443754,
3.0,27.0,4.2,,-57.36844285872239,-55.85474608822925,-36.228440282789556,
3.0,27.0,4.2,,-57.062614534213544,-56.644720984250384,-34.607815762088265,
3.0,27.0,4.2,,-58.79708630141668,-53.515479908652274,-41.52789266923939,
3.0,28.0,4.2,,-57.61689796853545,-61.178351973714,-34.217056327746846,
3.0,28.0,4.2,,-58.857958413792666,-55.003994602094295,-35.30224061421719,
3.0,28.0,4.2,,-55.42571351422855,-64.30940313388062,-35.25087218958464,
3.0,28.0,4.2,,-51.43536659619372,-55.63900961595954,-36.68201199072467,
2.0,26.0,4.2,,-61.44246141508801,-53.60904540756152,-36.31591173676736,
2.0,26.0,4.2,,-56.74235785318969,-54.040649664198604,-40.36953737976446,
2.0,26.0,4.2,,-63.793648651450646,-53.674706382950745,-34.85927806523017,
2.0,26.0,4.2,,-63.46585374581696,-55.81660317469706,-42.30317184809431,
2.0,27.0,4.2,,-55.603856582155906,-53.65213667779397,-34.984240358116274,
2.0,27.0,4.2,,-57.072885619664255,-55.8547599117879,-38.06832309121154,
2.0,27.0,4.2,,-63.1100591714453,-63.802677717161664,-35.3608134558563,
2.0,27.0,4.2,,-63.30567146195182,-55.71210079067968,-44.39434055344044,
2.0,28.0,4.2,,-59.17459444738853,-56.459521808734166,-36.85202283182222,
2.0,28.0,4.2,,-58.175846632906314,-53.56163778682056,-41.269379772644584,
2.0,28.0,4.2,,-61.86406479204073,-54.40063296840115,-35.21106290008685,
2.0,28.0,4.2,,-59.953922812201355,-52.792253171067316,-36.83351290705481,
1.0,26.0,4.2,,-56.5482735395397,-60.35366501152443,-37.69393961505552,
1.0,26.0,4.2,,-58.227021092228995,-55.722364638302516,-39.456932106391854,
1.0,26.0,4.2,,-59.30908890111769,-54.02502954784544,-34.605586687294256,
1.0,26.0,4.2,,-62.475679170552894,-53.51660544593392,-41.53384233662572,
1.0,27.0,4.2,,-61.43711894492338,-55.52152655729255,-37.92641876022595,
1.0,27.0,4.2,,-61.51782595617458,-58.7748624503907,-37.63094274778681,
1.0,27.0,4.2,,-61.10942119717748,-56.2001732808732,-35.63135928686824,
1.0,27.0,4.2,,-62.6201155572274,-55.7732132325394,-42.424914281581174,
6.0,19.0,4.2,,-66.0129511533074,-55.88714624410305,-45.3288401055476,
6.0,19.0,4.2,,-66.4880592394904,-55.50707427403134,-44.139858113198855,
6.0,19.0,4.2,,-67.6374246774698,-50.81960586881194,-41.51871101601458,
6.0,19.0,4.2,,-74.0,-53.418964372775825,-50.625726160554514,
6.0,20.0,4.2,,-66.80945763137488,-52.29447292994328,-44.807934158607566,
6.0,20.0,4.2,,-63.62386468101953,-56.40057909012759,-44.960499467157845,
6.0,20.0,4.2,,-67.65616717012192,-53.075147618805126,-44.85066771708037,
6.0,20.0,4.2,,,-45.60476979103112,-47.08034159291575,
6.0,21.0,4.2,,-62.30065635515588,-58.37252096064024,-42.2617993073075,
6.0,21.0,4.2,,-61.51560870646335,-56.9317154114958,-36.5294741941507,
6.0,21.0,4.2,,,-54.76847661902083,-53.25300233732675,
6.0,21.0,4.2,,-65.05591082598819,-53.352583213148144,-49.73504513763988,
6.0,22.0,4.2,,-69.86836151651893,-55.00837600538696,-42.31908780344499,
6.0,22.0,4.2,,-61.74649773210642,-53.14856885961798,-35.826571542974015,
6.0,22.0,4.2,,,-50.960223612575874,-50.49661189660543,
6.0,22.0,4.2,,-68.74959039346545,-47.87677977804059,-44.41111786352486,
6.0,23.0,4.2,,-64.68250582637273,-52.240428727535445,-36.84257309222451,
6.0,23.0,4.2,,-64.90459216834005,-51.518874098093406,-36.46161581780539,
6.0,23.0,4.2,,-69.81301174434181,-56.92642716501954,-44.96595463549899,
6.0,23.0,4.2,,-62.73048073375002,-47.25123509061131,-47.17332146961789,
6.0,24.0,4.2,,,-62.08095189391684,-51.96039312902314,
6.0,24.0,4.2,,-78.0,-57.23569295082428,-38.411036047262016,
6.0,24.0,4.2,,-67.29366902521592,-54.08412133485633,-43.038328941513804,
6.0,24.0,4.2,,-65.02547297535301,-49.80948022544317,-47.9985108785899,
6.0,25.0,4.2,,-65.88587392869641,-56.349695737409036,-44.767227705493895,
6.0,25.0,4.2,,-65.0,-57.77026769670191,-38.406937560363986,
6.0,25.0,4.2,,-65.98528966022042,-54.49239676675431,-42.0406384587106,
6.0,25.0,4.2,,-69.31004770341119,-45.15216366939374,-45.031480597113514,
5.0,19.0,4.2,,,-52.851813820157176,-50.28333555561075,
5.0,19.0,4.2,,,-51.19430262298192,-37.80869909700871,
5.0,19.0,4.2,,-67.66991868740557,-54.682160444753634,-45.582058971604056,
5.0,19.0,4.2,,-63.810983483723945,-47.90822925314912,-44.41707913200538,
5.0,20.0,4.2,,-69.88587392869641,-52.55857909165578,-49.2607759896552,
5.0,20.0,4.2,,-69.10513815180624,-54.85251685002769,-40.83482522240307,
5.0,20.0,4.2,,,-51.66433878136444,-47.606883463255244,
5.0,20.0,4.2,,-68.0,-54.8801766834362,-42.03159945148804,
5.0,21.0,4.2,,-66.47128104620114,-56.48325033809595,-44.58624452614971,-77.47128104620114
5.0,21.0,4.2,,-64.6673921276676,-48.68385388447908,-38.84271584847076,
5.0,21.0,4.2,,-66.94152616252241,-53.13031138781072,-47.42018442886133,
5.0,21.0,4.2,,-64.60591296090028,-50.7077225055079,-42.38772871766922,-74.38386357550837
5.0,22.0,4.2,,-64.56410535800653,-58.88870833848947,-37.70505554916739,
5.0,22.0,4.2,,-63.495089790700874,-51.577373341432526,-35.069975903781476,
5.0,22.0,4.2,,-67.69773138419852,-52.47576347589521,-50.85825315213104,-78.6404683399582
5.0,22.0,4.2,,-68.86279083222297,-54.045924635545894,-41.24962100279326,
5.0,23.0,4.2,,-66.3662237434648,-51.586721635177184,-40.28497712668151,
5.0,23.0,4.2,,-64.09559182801229,-50.311544818539545,-38.14652480822336,
5.0,23.0,4.2,,-63.588877583612444,-55.47133706949509,-48.42632820338508,
5.0,23.0,4.2,,-65.86556599571375,-49.00144085048442,-41.800771640889366,
5.0,24.0,4.2,,,-52.06758579596272,-34.744144465633354,
5.0,24.0,4.2,,-64.09292108252482,-50.12219150020152,-36.95645313967161,
5.0,24.0,4.2,,,-55.41366088087625,-43.25093452976261,
5.0,24.0,4.2,,-61.174104136796224,-50.022009993541516,-38.888979875328104,
5.0,25.0,4.2,,-60.669591859257665,-55.437224878903066,-37.248396613969796,
5.0,25.0,4.2,,-63.59233317433127,-50.455949877797686,-38.48024091253458,
5.0,25.0,4.2,,-63.466878381623275,-52.08094092271054,-42.32919160604488,
5.0,25.0,4.2,,-70.8615159400223,-56.16812329979175,-46.94223546850836,
4.0,19.0,4.2,,-68.23222554760369,-53.112684389181595,-44.179325568396514,
4.0,19.0,4.2,,-62.9000500981664,-51.00456914304904,-38.63872942694565,
4.0,19.0,4.2,,-67.21208440732683,-52.70408500730633,-45.086985842412076,
4.0,19.0,4.2,,-65.77134920898138,-49.150783458450285,-46.02716893094935,
4.0,20.0,4.2,,-67.4016372241275,-51.94617084096613,-43.732089553127544,
4.0,20.0,4.2,,-68.70095514018115,-53.38875319655868,-35.70380810524126,-79.0
4.0,20.0,4.2,,-68.03707201955285,-56.54827002686943,-48.59674235752904,
4.0,20.0,4.2,,-64.64094099745195,-47.61192793450655,-44.21516584555366,-77.0
4.0,21.0,4.2,,-68.39809245562726,-51.99092222447931,-45.96399772276967,
4.0,21.0,4.2,,-62.47173723387473,-51.30216083500572,-38.33635728316583,
4.0,21.0,4.2,,-66.05688977523029,-59.04653927366786,-48.47038527715581,
4.0,21.0,4.2,,-62.65060100603996,-54.5533054367135,-49.65795758479834,
4.0,22.0,4.2,,-58.9814819876925,-48.37466607901837,-41.42977234761326,
4.0,22.0,4.2,,,-51.73978977787172,-48.25115930788952,
4.0,22.0,4.2,,-65.27460570758822,-48.04069227193203,-34.2807309832017,
4.0,22.0,4.2,,-65.4536513181562,-49.72300151391603,-38.687238326455805,
4.0,23.0,4.2,,-63.96108485090341,-54.91297050871804,-41.08174354737854,
4.0,23.0,4.2,,-64.57342786559325,-53.97526079571661,-37.52293504669866,
4.0,23.0,4.2,,-63.0,-54.538951581455606,-40.92092126489681,
4.0,23.0,4.2,,-64.38759564587473,-50.441855043086804,-43.71635025931237,
4.0,24.0,4.2,,-64.06272277472367,-57.13867367147435,-46.332742926262625,
4.0,24.0,4.2,,-63.37245619896425,-57.833201536879095,-32.876518821208464,
4.0,24.0,4.2,,-63.09501334469499,-56.83402014059876,-39.74521600608611,
