x,y,z,00:13:ce:8f:77:43_RSSI,00:13:ce:8f:78:d9_RSSI,00:13:ce:95:de:7e_RSSI,00:13:ce:95:e1:6f_RSSI,00:13:ce:97:78:79_RSSI
4.2,11.67,1.2,-70.6821877101196,-54.09491121239167,-53.73259961891005,-66.85961487495565,
4.2,11.67,1.2,-67.88660263592548,-60.82456964588788,-57.502355042778326,-70.13601518768074,
3.0,11.67,1.2,-59.798144446615076,-57.08481064193634,-57.12006314546426,-69.24595133227496,
3.0,11.67,1.2,-58.66353296723821,-58.166085802074036,-55.96354689080869,-70.74644947563442,
3.0,11.67,1.2,-58.339182451317875,-54.86807489856381,-58.659124767547326,-71.42207316561068,
3.0,11.67,1.2,-63.865153885732376,-59.601533255062684,-57.645298045983125,,
1.8,11.67,1.2,-69.2481109978192,-55.528712553025116,-58.69003790993568,-67.71995643903979,
1.8,11.67,1.2,-62.57973100518797,-55.60649401522666,-54.808854802194915,-69.54593366879186,
1.8,11.67,1.2,-62.11357778390193,-49.02286191694451,-54.987833068148916,-71.21161814490607,
1.8,11.67,1.2,-62.98957378717514,-59.673271065723846,-59.246735672940645,,
5.4,12.67,1.2,-65.33159653167425,-51.79681573428792,-54.08864116990364,-66.90942040465634,
5.4,12.67,1.2,-67.29975422260028,-54.371432921844374,-52.54569276481639,-68.97475178136824,-74.35715497489755
5.4,12.67,1.2,,-53.91134417403674,-54.868075944782234,-66.6820305953032,
5.4,12.67,1.2,,-57.04440249236092,-51.33231631066427,-71.16872120408982,
4.2,12.67,1.2,-59.93554497446155,-62.80083695238419,-46.43019916717325,-73.67134809725061,
4.2,12.67,1.2,-66.14616321768091,-51.16648985680599,-50.49415075899566,-74.8155440570227,
4.2,12.67,1.2,-63.62314715697012,-54.545787827248624,-57.93281453698899,-69.30441105661075,
4.2,12.67,1.2,-63.150034040675855,-55.5839659792002,-58.4674035174485,-69.66185749437852,
3.0,12.67,1.2,-60.46318996413885,-53.606679362192764,-55.95323740442858,,-76.61687671411363
3.0,12.67,1.2,-61.435222833929004,-60.11123574249126,-57.97888875603603,-76.0,-75.0039319975117
3.0,12.67,1.2,-59.0,-55.0,-55.0,,
3.0,12.67,1.2,-57.720737924666885,-54.478028465600126,-55.91809297616729,,-77.43765588764225
3.0,12.67,1.2,-59.69841907117973,-61.05591469229787,-55.23016865428225,-74.0,-72.77480299272375
1.8,12.67,1.2,-61.980368858419496,-53.98064656836389,-56.59491564278077,-67.81698947597886,
1.8,12.67,1.2,-61.5815155739208,-60.54729466380155,-58.116631352048856,,
1.8,12.67,1.2,-64.52864045903611,-58.715000088697344,-61.08156445069575,,
1.8,12.67,1.2,-61.593164703862335,-58.75961764947354,-54.1294670810414,-71.80332466138708,
5.4,13.67,1.2,-64.42653958024135,-55.589846989117106,-50.51972235140327,-70.71986017964652,
5.4,13.67,1.2,-66.39417443896188,-56.008216110133795,-55.339924735557666,-71.3976767400009,-76.60663086288034
5.4,13.67,1.2,-68.03869243580003,-57.71921695304062,-51.63188105054631,-64.07484653476327,-67.99251626699116
5.4,13.67,1.2,-75.62352248514605,-60.45224327316008,-55.536787265422014,-73.0,-69.28319891431019
4.2,13.67,1.2,-64.08115649853069,-54.04300423255735,-53.19414260596012,-68.75531097387098,
4.2,13.67,1.2,-76.88587392869641,-61.22312034445404,-57.80519134015853,,-79.0
4.2,13.67,1.2,-66.35715497489755,-53.22176688637512,-52.7786625454409,,
4.2,13.67,1.2,-71.75575955874767,-59.46929380383896,-54.45961580920945,,-76.60663086288034
3.0,13.67,1.2,-60.70018700977381,-55.78352065996037,-51.00285721455103,,
3.0,13.67,1.2,-63.37331436894633,-59.11955207479376,-58.07912312207777,-70.38834888915399,
3.0,13.67,1.2,-53.85857526858707,-55.7727288166112,-55.39689625274916,-71.75575955874767,
3.0,13.67,1.2,-64.48703304160138,-61.48811569091747,-53.859091440634984,-73.27411825681861,
1.8,13.67,1.2,-61.01731525109124,-55.60062300298892,-51.73604960677069,-68.21151310425881,
1.8,13.67,1.2,-68.73131231501665,-55.940286916196115,-57.3016590828843,-72.56621805449353,
1.8,13.67,1.2,-69.28827052218,-49.76111690960421,-54.4846276567122,-67.24668105987224,
1.8,13.67,1.2,-68.82854806083957,-57.81427583227718,-55.133912455583186,-73.38653324726175,
5.4,7.33,1.2,-55.916588785001025,-62.217625897271496,-62.44851829544498,-79.0,
5.4,7.33,1.2,-51.66734969666073,-58.7914631915788,-54.25772560421336,-73.1973552463843,
5.4,7.33,1.2,-61.98485455371799,-68.23313611272452,-53.18187741316298,,
5.4,7.33,1.2,-55.86481697658638,-66.10748809249662,-59.749354251508066,-76.63369135730618,
4.2,7.33,1.2,-51.87746408782276,-59.69511976412585,-54.048097446386116,-71.08408349047589,
4.2,7.33,1.2,-60.60578213701183,-58.99498993965927,-56.19618421917076,-71.12060823917689,
4.2,7.33,1.2,-56.2609041837538,-55.934031998928745,-54.856540767813435,-73.0,
4.2,7.33,1.2,-62.935444906178205,-59.61182410840828,-55.52938204223035,,
3.0,7.33,1.2,-56.30818538187552,-60.25889093312969,-59.56266203519529,-68.98416800802025,
3.0,7.33,1.2,-52.958393266230345,-54.84579645209318,-61.44098818297441,,
3.0,7.33,1.2,-59.285868648416475,-55.318715743147344,-53.18643968666103,,
3.0,7.33,1.2,-56.828548060839566,-62.168721204089806,-51.68250582637275,,
1.8,7.33,1.2,-55.49419821226344,-61.724196347852356,-60.60811106586965,,
1.8,7.33,1.2,-56.94781564485857,-62.205872597008835,-58.68419698376079,,
1.8,7.33,1.2,-65.95138074979222,-55.596484923693616,-57.073950444296116,,
1.8,7.33,1.2,-57.11184009793757,-61.99116781829509,-57.90232987019075,,
5.4,8.33,1.2,-59.670963478775704,-66.0,-53.81670834992644,,
5.4,8.33,1.2,-56.640930546155694,-66.05459513278623,-54.26225505778672,-74.92358370267848,
5.4,8.33,1.2,-61.2143616013867,-54.85239965307831,-53.668374156267554,-74.460243622762,
5.4,8.33,1.2,-57.91627596389248,-65.06853327675364,-55.55224124913313,-75.88587392869641,
4.2,8.33,1.2,-54.42108349206448,-58.14812313918951,-53.620221975557996,-72.21434836540269,
4.2,8.33,1.2,-60.39948239594637,-57.1648319528499,-51.42706047374732,-71.02678459565827,
4.2,8.33,1.2,-49.38977772714017,-51.885966060225414,-47.187230543105116,-69.26283183203363,-78.12479414653608
4.2,8.33,1.2,-58.97410788006531,-63.31625335283785,-59.48753094125682,-73.85144671415947,
3.0,8.33,1.2,-52.12667548678655,-58.86307562102697,-49.6051919907225,,
3.0,8.33,1.2,-53.70099392868025,-56.42351522580186,-55.89459166136052,,
3.0,8.33,1.2,-52.26457476644932,-51.006562917298695,-53.11833140672907,-73.77945414560708,
3.0,8.33,1.2,-62.95188583922438,-59.41024010645133,-55.69862846600829,,
1.8,8.33,1.2,-58.14228598058736,-59.41460621276755,-55.997944613781996,,
1.8,8.33,1.2,-59.73845995776405,-60.765247967560285,-55.16521785242989,-76.0,
1.8,8.33,1.2,-56.6424566881924,-60.54225499170939,-61.624817774243326,-74.10291462213014,
1.8,8.33,1.2,-61.69241503542925,-63.40460818464717,-57.85307261771037,-74.96129837671833,
5.4,9.33,1.2,-65.76204456205589,-59.48147958369737,-59.01681916816196,-76.98896257656085,
5.4,9.33,1.2,-59.83558784111515,-60.8563579569745,-57.06329984306153,,
5.4,9.33,1.2,-60.00717289242399,-56.56516101823479,-49.96926266439676,,
5.4,9.33,1.2,-59.31057425809307,-63.529549088894456,-53.684603849677984,-76.0,
4.2,9.33,1.2,-57.14931045648135,-60.077058017446554,-60.43547852631459,,
4.2,9.33,1.2,-65.93808555242539,-61.79517919848284,-55.99564662730022,,
4.2,9.33,1.2,-64.96213654312852,-67.04135353780407,-54.10331523747548,,
4.2,9.33,1.2,-61.82462391137575,-62.41643048977306,-54.294709593070785,,
3.0,9.33,1.2,-54.05744176655601,-57.319083487135856,-64.18647781778705,,
3.0,9.33,1.2,-61.95217810218299,-64.4705569448121,-54.249316758078514,,
3.0,9.33,1.2,-50.000356321552374,-56.52185193148097,-57.03039133992363,-69.47420722935126,
3.0,9.33,1.2,-54.081526702924066,-56.38001007555468,-57.73234531442792,-75.47128104620114,
1.8,9.33,1.2,-60.09661900799715,-61.92987660555468,-62.0760046342276,,
1.8,9.33,1.2,-60.600490735602406,-67.6404683399582,-55.45892724032566,,
1.8,9.33,1.2,-57.19620095380607,-63.85914071908743,-60.936251178704374,-74.12257847472661,
1.8,9.33,1.2,-61.497043327436046,-65.58428852455143,-52.136271899231744,,
5.4,4.44,1.2,-44.12829452079288,-68.25280091597644,-56.9145335914459,-72.16165015083632,-81.35285339996025
5.4,4.44,1.2,-41.53199944811653,-61.58259194541192,-61.59746466953243,-70.93028143928623,-82.0
5.4,4.44,1.2,-37.88583460448511,-65.01638880005297,-62.18438720915752,,
5.4,4.44,1.2,-47.40404055175715,-69.42527010892331,-66.26541039687105,,
4.2,4.44,1.2,-47.6312765722495,-70.0,-62.0,,
4.2,4.44,1.2,-49.684215382888766,,-61.95729923828604,,
4.2,4.44,1.2,-46.5552189203677,-66.6404683399582,-60.674956040432335,,
4.2,4.44,1.2,-50.20567749353512,,-60.257739641137306,,
3.0,4.44,1.2,-45.06463818701857,-64.15539190686465,-55.52052508746617,,
3.0,4.44,1.2,-53.18121415879211,-62.82461483784679,-63.60192912017412,,
3.0,4.44,1.2,-46.46165542256312,-56.664580476722335,-59.852445315921884,,
3.0,4.44,1.2,-54.31615229628178,-58.0,-56.0744335980959,,
1.8,4.44,1.2,-53.833386384182404,-60.36784742173776,-61.202785199689046,,
1.8,4.44,1.2,-49.05129722622885,-67.0360430795655,-60.30639466584454,,
1.8,4.44,1.2,-50.45547407588515,-57.719715888887194,-62.56296130141796,,
1.8,4.44,1.2,-47.73832807961099,-64.56892254295408,-61.64110387972245,,
5.4,5.44,1.2,-47.32280928575619,-64.0,-59.07444803256803,,
5.4,5.44,1.2,-54.14141738911469,-64.30745251265243,-62.417893928550974,,
5.4,5.44,1.2,-56.23251944358364,-62.308438357056815,-57.76812702899641,,
5.4,5.44,1.2,-54.029746207399654,-68.0,-61.65235421241735,,
4.2,5.44,1.2,-58.26548845909544,-67.89050594987022,-63.413631410581964,,
4.2,5.44,1.2,-55.1817049132668,-67.3680599764529,-60.42403471425885,-74.0,
4.2,5.44,1.2,-55.08817602086734,-62.92652619414553,-63.33119815998109,,
4.2,5.44,1.2,-59.69058976501359,,-64.921501444499,,
3.0,5.44,1.2,-56.2689253380107,-59.00500878386548,-62.71294613504705,-75.49190266454991,
3.0,5.44,1.2,-51.02954612378289,-63.25242696962782,-64.14944743840672,-73.88587392869641,
3.0,5.44,1.2,-54.520456053301,-56.19167623029679,-60.16519432923757,,
3.0,5.44,1.2,-56.11357725285389,-69.16012721433187,-63.69842308426851,-76.29858655716046,
1.8,5.44,1.2,-54.58638312967107,-62.042942653396445,-62.66419282928837,-75.0,
1.8,5.44,1.2,-56.12870679675521,-64.47113008078709,-62.43313080356998,-76.0,
1.8,5.44,1.2,-55.68910109193716,-57.28975689211886,-59.66608285226223,-72.88587392869641,
1.8,5.44,1.2,-51.29216197634521,-65.47128104620114,-65.34806822197656,,
5.4,6.44,1.2,-52.56236974625925,-62.578446550968124,-56.186494604245276,,
5.4,6.44,1.2,-48.35049950118086,-66.0,-63.794802094950434,,
5.4,6.44,1.2,-50.33159653167424,-65.30053562836468,-61.38834888915399,,
5.4,6.44,1.2,-49.838902792870556,-62.914996140186005,-57.78803504401729,,
4.2,6.44,1.2,-50.68066222446844,,-59.064045945531106,,
4.2,6.44,1.2,-49.19461140889438,-63.93489137375789,-60.70538083558408,,
4.2,6.44,1.2,-50.2553710898854,-64.80929060976474,-54.3684156908219,,
4.2,6.44,1.2,-55.50946922747762,-70.47128104620114,-64.9519643135599,,
3.0,6.44,1.2,-51.20692730172533,-58.64683520892696,-66.50113460061645,,
3.0,6.44,1.2,-61.50550738487816,-63.43540939608718,-60.02747979771853,,
3.0,6.44,1.2,-51.40648615212014,-57.539190728774024,-62.00723570857019,-73.0,
3.0,6.44,1.2,-54.97827514554504,-60.13146185553035,-63.7503976652888,,
1.8,6.44,1.2,-53.46182560626768,-61.46614104444032,-65.22098253006453,,
1.8,6.44,1.2,-49.48826601699426,-64.68814643716763,-60.15071460710522,,
1.8,6.44,1.2,-53.75114013317635,-53.964616269948266,-57.44608843533834,-75.25300049768609,
1.8,6.44,1.2,-51.68789957543304,-67.66161490402685,-59.60983355928804,-74.02445825141383,
6.0,1.0,1.2,-57.769435460963415,-67.01756773688544,-67.31219632633211,-80.04255918326365,-83.0
6.0,1.0,1.2,-57.52693806456192,-69.75008553349112,-69.34107674548369,-81.2292509377807,-81.64046833995819
6.0,1.0,1.2,-61.12035271132048,-72.89452372504076,-74.0,,
6.0,1.0,1.2,-54.93934235519476,,-72.06359966320234,,
6.0,2.0,1.2,-59.91296131886203,-74.08084956059189,-75.21761603092823,,
6.0,2.0,1.2,-54.861006292821095,-72.91192616823446,-66.12427211201548,,
6.0,2.0,1.2,-63.134679655988,-69.66318187439735,-68.46496217914768,,
6.0,2.0,1.2,-58.59344464962574,-66.85108011774416,-72.0,,
6.0,3.0,1.2,-59.123745746857594,-70.6982539887523,-70.6515755553209,,
6.0,3.0,1.2,-56.17055480803189,-67.94524986526102,-70.44380771677871,,
6.0,3.0,1.2,-60.87289324368389,-74.69825398875228,-72.35879257032937,,
6.0,3.0,1.2,-56.79295336262548,-65.6404683399582,,,
7.0,1.0,1.2,-60.38079401061015,-67.58348706998436,-73.0,-75.0,
7.0,1.0,1.2,-57.41439293315981,-72.48304604390742,-75.16241031110505,,
7.0,1.0,1.2,-60.963703090055375,-74.24595133227496,,,
7.0,1.0,1.2,-57.26560371230696,-66.13073498920015,,,
7.0,2.0,1.2,-60.2217757244313,-67.56399644893708,,,
7.0,2.0,1.2,-62.500644734945645,-63.22292503004391,-73.75450483118532,,
7.0,2.0,1.2,-59.00495225250335,,-73.05800584168456,,
7.0,2.0,1.2,-59.268733706739276,-67.14220155822511,-74.38215893349717,,
7.0,3.0,1.2,-62.93520894607557,-69.74370328642428,-73.0,,
7.0,3.0,1.2,-62.352909867489856,-63.29428598275222,,,
7.0,3.0,1.2,-62.828067421146336,-72.10348995962464,,,
7.0,3.0,1.2,-64.72732421293934,-65.96860381210803,,,
7.5,4.0,1.2,-63.34440076699294,-70.68690113240152,-73.24595133227496,,
7.5,4.0,1.2,-60.3927105389376,-61.60023656248591,-74.23281413374187,,
7.5,4.0,1.2,-60.062379994030366,-73.4839089343188,-75.16241031110505,,
7.5,4.0,1.2,-63.389477286496216,-71.00224026580183,,,
7.5,5.0,1.2,-51.082138794744374,-69.98259539040032,-68.75850685821476,,
7.5,5.0,1.2,-55.66485717177305,-67.88587392869641,-67.49669898570093,,
7.5,5.0,1.2,-58.585774258170524,,-75.33493988674041,,
7.5,5.0,1.2,-60.342343698652584,-65.43809923477828,-68.98138855928467,,
7.5,6.0,1.2,-50.571492558065,,-71.0868157962477,,
7.5,6.0,1.2,-57.77206874121238,-66.70651920400795,-68.9011158751645,,-73.32257617593986
7.5,6.0,1.2,-53.16466191644227,-70.31517480912544,-69.07992643888112,,-78.0
7.5,6.0,1.2,-47.70911155061053,-69.38045288276031,,,
7.5,7.0,1.2,-52.67407445884671,-66.62001649909547,-64.05128290620796,,-77.55998396057153
7.5,7.0,1.2,-57.905054762861326,-60.347693000763584,-68.30843835705681,,-73.0
7.5,7.0,1.2,-53.594081748611806,-71.8155440570227,-67.57463371781351,,
7.5,7.0,1.2,-52.57643177447865,-67.01899846835282,-67.36518151128973,,
7.5,8.0,1.2,-60.22161778731289,-62.684863781203944,-66.10052354665714,-74.48304604390742,-73.81554405702272
7.5,8.0,1.2,-55.643503854013325,-59.28534596210241,-64.7152587409336,,-68.66515150259679
7.5,8.0,1.2,-58.30263747580684,-65.73840262627566,-65.01415357654385,,-72.89166948981118
7.5,8.0,1.2,-59.37960281223062,-68.02499531385422,-65.97815224081327,,
7.5,9.0,1.2,-56.018981910799475,-64.4268473341372,-63.19047885631867,,-75.14490677369145
7.5,9.0,1.2,-60.92618246853262,-65.90567895737678,-71.58846872763361,,-68.73126175733847
7.5,9.0,1.2,-60.75921092955856,-62.7468771228136,-69.34247335995119,,-78.6404683399582
7.5,9.0,1.2,-63.16525879820061,-64.96210072676794,-70.77233218582674,,-80.0
7.5,10.0,1.2,-61.835290952692795,-61.46476280263269,-63.842068814244925,-79.85191191264798,-61.89943894925936
7.5,10.0,1.2,-60.86737566124746,-63.542019105706004,-62.13289770074435,-74.13444850789183,-72.47812032352515
7.5,10.0,1.2,-57.117867658331164,-60.760469819674974,-64.90651388338738,-73.77971940325796,-65.79252430584161
7.5,10.0,1.2,-55.04183791810994,-60.7493603216751,-63.499610491269465,,-65.49076343377169
7.5,11.0,1.2,-61.59319985762153,-60.17257979043356,-58.456665117045496,-75.96848164262056,-63.70727707736037
7.5,11.0,1.2,-59.99822872428311,-56.375483067736354,-64.95398906272216,-71.60026432962911,-61.925673089335845
7.5,11.0,1.2,-54.120324091936084,-60.28964127723361,-66.78701873454173,-73.03932898117661,-58.32576514669232
7.5,11.0,1.2,-58.26470032709704,-62.23732600851519,-65.2140392302687,-72.90679281281581,-67.9959478594281
8.0,12.0,1.2,-64.51476624395494,-60.41947689573645,-66.8889706452204,-75.11716708409462,-64.02169290869834
8.0,12.0,1.2,-61.436237714149684,-56.508061192376715,-64.22319681614866,-74.39945209438811,-65.76611003726988
8.0,12.0,1.2,-60.6232499172691,-56.72759957154628,-68.74490344263259,-75.4942803642032,-60.71372525970587
8.0,12.0,1.2,-63.013025808303375,-61.44502919955094,-65.53798504027074,,-65.83951161281858
8.0,13.0,1.2,-61.457242704080734,-58.0784640272767,-60.863195933730466,-71.70863955606849,-69.75568795161175
8.0,13.0,1.2,-62.29696260988974,-58.66499228307961,-63.914932604386394,-68.06976452446668,-65.41120921187411
8.0,13.0,1.2,-71.25520226720576,-65.24756371705178,-65.06684041073893,-67.55768001073221,-64.24887660163772
8.0,13.0,1.2,-57.45958416889805,-59.06263140073931,-63.24966926454239,-75.50445553257578,-62.79587453000722
8.0,14.0,1.2,-63.480336458735934,-59.49583675849502,-60.34783552406112,-72.67411797496364,-65.64509307623445
8.0,14.0,1.2,-65.72552415215631,-57.48932058204006,-67.42178393082463,-74.0,-63.17274648388767
8.0,14.0,1.2,-65.39338345144236,-67.11252851960029,-63.62865650783269,-73.20002107174608,-63.36026232359838
8.0,14.0,1.2,-66.84225706128197,-61.29122441269695,-66.86519200706697,-73.97698602994296,-70.74047138171021
8.0,15.0,1.2,-69.03501692168909,-57.65222340170233,-62.32956293277055,-70.17380813628998,-70.3192641827765
8.0,15.0,1.2,-66.25548664071158,-51.77679426919997,-67.65838288145059,-70.51251137953255,-71.25236721883984
8.0,15.0,1.2,-62.490466007092095,-61.605912423359726,-65.0038595331911,-77.04328153909046,-61.95206595599019
8.0,15.0,1.2,-65.05615018197311,-60.90192490039945,-70.3252953699767,-73.59319985762153,-66.04918698587474
8.0,16.0,1.2,-65.31867804970976,-57.60369065768551,-64.86758970263672,-69.85181382015718,-63.26688539648272
8.0,16.0,1.2,-62.34129299444441,-55.86868011711404,-67.21999737375367,-70.48240205763965,-63.75838818444002
8.0,16.0,1.2,-71.30424631569058,-57.813771156201206,-66.41631891284183,-73.94256209240228,-56.987871957634646
8.0,16.0,1.2,-63.780729931490924,-63.597918137918406,-64.03693122009287,-73.0719207382515,-66.49043565534542
8.0,17.0,1.2,-65.36390939135276,-57.83825496050861,-67.05095651851208,-77.05999689385935,-69.98617113967886
9.0,12.0,1.2,-68.21118015835852,-52.74425778799015,-68.94591984609923,-71.76517487285247,-67.89258862700086
9.0,12.0,1.2,-70.8217718332635,-51.92595089795696,-66.05237661205757,-70.04475470085198,-55.13524933118152
9.0,12.0,1.2,-67.77679631772457,-57.658413525563354,-63.603897318479596,-74.42626042995965,-56.95461957932065
9.0,12.0,1.2,-61.17455677009343,-56.6140642553204,-67.8361993781411,-72.45109709271412,-65.99754765670532
9.0,13.0,1.2,-71.35772209673199,-57.592150906245436,-60.56007424121165,-71.81051222293273,-73.47128104620114
9.0,13.0,1.2,-64.66944018551192,-54.12185504653913,-61.238676415387594,-72.28349563335397,-55.54655387400676
9.0,13.0,1.2,-75.92358370267847,-58.393910960865824,-69.65057420279044,-73.24549592877683,-59.1707937444722
9.0,13.0,1.2,-60.884704185805454,-63.07237740537256,-59.0942421663795,-77.0,-72.01147878484413
9.0,14.0,1.2,-69.14852352896924,-57.1723541189911,-58.80133387320086,-73.23424023109445,-64.562337193013
9.0,14.0,1.2,-63.1434788587212,-62.88636079646571,-68.27163641237371,-66.20873778697256,-62.79556034216887
9.0,14.0,1.2,-63.55587669259506,-62.28282455358803,-68.6598815765517,-76.95398906272216,-62.690863164619905
9.0,14.0,1.2,-59.87681923924657,-51.27099376809813,-64.49086076165992,-73.04156978294573,-65.59754960867028
9.0,15.0,1.2,-74.50410565368865,-60.275588140455184,-61.20505082228619,-69.5243046768283,-62.81625409850008
9.0,15.0,1.2,-67.75150970607916,-59.92638587118108,-70.04435530058713,-67.17539008298733,-60.49669625292723
9.0,15.0,1.2,-68.71878111567678,-57.62021844584175,-66.4975605285614,-73.87616304291802,-59.07308886707823
9.0,15.0,1.2,-63.149416864723534,-57.85766370183633,-67.38016630863345,-74.17632764513702,-64.09265341113935
9.0,16.0,1.2,-68.15632133107476,-60.334939886740415,-59.47128104620114,-71.03707201955287,-63.12123479737585
9.0,16.0,1.2,-63.55060141628539,-58.1824224046031,-69.08314816728087,-74.90357363139991,-63.714288032192236
9.0,16.0,1.2,-66.30288447619131,-63.34027034311795,-65.09838623070056,-72.60257672569134,-54.61189313689886
9.0,16.0,1.2,-72.9284271355223,-61.334891586837884,-65.30104010619266,-71.25043828964907,-63.05997442034457
9.0,17.0,1.2,-69.39387217303945,-52.10679894774529,-67.1316338450054,-69.36673381918442,-69.63267817259121
9.0,17.0,1.2,-63.837039723223185,-47.87138265752779,-65.7666306882625,-67.45290658198188,-68.37888608968998
9.0,18.0,1.2,-60.92136353678791,-57.49801565275992,-60.28744952759541,-76.80522618789603,-68.14508546750763
9.0,19.0,1.2,-75.0,-57.0,-69.0,,
9.0,19.0,1.2,-78.12075961320684,-63.04435530058712,-70.65064561255996,-75.96456378805526,-70.53395644558832
9.0,19.0,1.2,-77.0,-61.183004912407995,-67.6643942073599,,-72.36204366882633
9.0,19.0,1.2,-69.47128104620114,-57.0,,-74.0,-69.0
7.5,20.0,1.2,-72.73862642133109,-51.811073400449025,-63.05872617129947,-66.56117298181687,-72.46414821993163
7.5,20.0,1.2,-70.34221728127201,-50.104438591303435,-64.21707731228422,-69.2147959601426,-71.28093667991641
7.5,20.0,1.2,-79.89706690056012,-49.93028143928625,-57.69836116484377,-60.766095243871064,-71.80811353582553
7.5,20.0,1.2,-70.16551826554122,-53.537220854487,-56.93238940039703,-63.4480005992911,-69.41631891284183
7.0,21.0,1.2,-78.22020246011414,-46.39921050141873,-60.71879937178822,-58.177591513389245,-60.30452289984802
7.0,21.0,1.2,-73.99777978742483,-50.030130829685405,-60.025407459878835,-63.45411951147902,-65.07640983167035
7.0,21.0,1.2,-74.39355742702027,-58.099218694409274,-62.571679431021956,-62.5453319039459,-72.74323319230876
7.0,21.0,1.2,-74.14337575115121,-49.57200049288932,-62.11229476489095,-65.41038754610676,-72.3173668540647
7.5,22.0,1.2,-74.15951434422632,-48.287015577136955,-65.06950916772185,-55.48955733179369,-65.25098123319704
7.5,22.0,1.2,-74.73245534767872,-48.70439646365134,-62.186926221139245,-64.1579103226659,-63.080245957115146
7.5,22.0,1.2,-75.95988768054862,-54.7989606991866,-67.70222183836904,-62.7369729890857,-57.37093192631466
7.5,22.0,1.2,-70.71003291683621,-46.870491064133205,-61.217573461607984,-59.159799524912955,-69.93192302272072
8.0,23.0,1.2,-83.0270003723092,-47.77655821977124,-60.98784451908511,-63.572000492889316,-74.99184722199666
8.0,23.0,1.2,-78.01600013997125,-43.58439400762528,-69.31755003431158,-57.597549608670285,-72.31031499929293
8.0,23.0,1.2,-79.34858018325704,-51.49968026346035,-68.57234809903225,-63.667092243367065,-64.9908228993743
8.0,23.0,1.2,-74.69045200055983,-52.41500679281647,-56.342948365205324,-62.03199928721542,-71.63504590808492
8.0,24.0,1.2,,-45.78223206137253,-66.41727763530311,-67.68125360678462,-68.74477347805873
8.0,24.0,1.2,-78.01591076708013,-37.647608691338164,-68.09237940246919,-59.21443872108439,-71.25070470930453
8.0,24.0,1.2,-75.26197525777575,-48.11543836737792,-61.61217372850619,-71.31976981811707,-70.31970820215204
8.0,24.0,1.2,-75.58080021109822,-47.9576442469279,-58.3821924459115,-66.40013490427475,-69.77933080115362
9.0,23.0,1.2,-79.20317277335687,-44.40510048480068,-72.98128631917281,-61.51947600534446,-66.1119979428129
9.0,23.0,1.2,,-48.47128104620114,-69.52694767808197,-73.20177229086934,-56.06670399406959
9.0,23.0,1.2,,-47.59720917337118,-60.85672901910932,-66.9951725195134,-70.50548432604754
9.0,24.0,1.2,-78.14888568728718,-48.31263771626933,-70.17260394925076,-67.13963970017892,-73.82170656662674
9.0,24.0,1.2,,-53.39230780399817,-64.30144869827176,-65.87106943330593,-70.57200049288932
9.0,24.0,1.2,-81.17632764513701,-52.24902645269157,-65.66144974603313,-71.77655821977123,-64.82340102694853
9.0,24.0,1.2,-81.47694307391927,-56.52370679023449,-64.08169184623029,-66.10082019005793,-71.3492069959065
7.5,25.0,1.2,-82.45119184373337,-50.170045382089334,-70.72013979578404,-58.14231859052359,-67.55516631458998
7.5,25.0,1.2,-76.07417918869265,-37.59701740225667,-70.09647853003244,-65.65118327422475,-71.94575090512784
7.5,25.0,1.2,,-47.93435169527267,-61.69489737147843,-66.36319351384165,-74.38909650438544
7.5,26.0,1.2,-79.40074236302185,-42.18351256667732,-69.699112355046,-54.73075361834362,-75.65820811122704
7.5,26.0,1.2,-78.0,-32.54246499172893,-71.27194144531398,-62.4928012681206,-72.2594402862757
7.5,26.0,1.2,-80.50059165503528,-41.17018582420462,-72.67156295355586,-59.215623695581414,-73.08692459952275
7.5,26.0,1.2,-78.48855267880599,-42.60209552733095,-71.81319514225137,-61.39087917494005,
7.5,27.0,1.2,,-34.15062207816399,-71.51100401787527,-57.31595587047934,-74.30554115355325
7.5,27.0,1.2,-78.0,-34.80056955822762,-75.32273277633931,-61.459919927894326,-74.42321598049088
7.5,27.0,1.2,,-39.094845255801374,-70.334201525226,-65.09863896713019,-71.07417918869265
7.5,27.0,1.2,-79.0,-39.873004569097475,-66.49061646362138,-64.14990240349519,-72.30600692247495
7.0,28.0,1.2,,-34.58116637374392,-71.09560805899608,-57.72723243750933,-78.97157109416011
7.0,28.0,1.2,,-29.783283744926443,-72.425522105183,-58.84175132063035,-72.05463081966691
7.0,28.0,1.2,-83.06883065487142,-39.906632147202956,-72.77080361288537,-59.775505914157954,-77.53028701851177
7.0,28.0,1.2,-82.96708537950093,-43.482495420014054,-72.51677325624566,-61.29740093361767,
7.5,29.0,1.2,-81.0,-38.92033606583967,-74.79879522985676,-59.38589725484971,-75.8145610128547
7.5,29.0,1.2,,-42.956343000291184,-75.5685272576122,-65.20233563675515,-74.28657879021091
7.5,29.0,1.2,,-42.267823783954626,-72.75150970607916,-61.18572156984485,-77.03325513841281
7.5,29.0,1.2,,-36.47636565971122,-73.08475454644383,-60.31624410864592,
7.5,30.0,1.2,,-35.70234418145448,-80.57384124768782,-62.011744582703415,-66.62021844584174
7.5,30.0,1.2,,-42.58333710361057,-78.95398906272217,-65.04984539834238,-64.27531577400357
